(sid2) [ir967@gr046 Learning-to-See-in-the-Dark]$ vi CNN9_FC3_exposure_101GB.py
(sid2) [ir967@gr046 Learning-to-See-in-the-Dark]$ python CNN9_FC3_exposure_101GB.py




Current date and time : 
2020-12-13 17:23:16
./dataset/Sony/short/00133_07_0.1s.ARW 133 0.1
./dataset/Sony/short/00015_09_0.1s.ARW 15 0.1
./dataset/Sony/short/00190_08_0.04s.ARW 190 0.04
./dataset/Sony/short/00204_01_0.033s.ARW 204 0.033
./dataset/Sony/short/00047_03_0.1s.ARW 47 0.1
./dataset/Sony/short/00049_07_0.1s.ARW 49 0.1
./dataset/Sony/short/00231_00_0.033s.ARW 231 0.033
Found 1865 images to train with

Training on files with indices: 466 to 1798
Training on 1332 images only

2020-12-13 17:23:16.758286: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 AVX512F FMA
2020-12-13 17:23:16.926979: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1411] Found device 0 with properties: 
name: Quadro RTX 8000 major: 7 minor: 5 memoryClockRate(GHz): 1.62
pciBusID: 0000:06:00.0
totalMemory: 44.49GiB freeMemory: 44.33GiB
2020-12-13 17:23:16.927012: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1490] Adding visible gpu devices: 0
2020-12-13 17:23:17.216217: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] Device interconnect StreamExecutor with strength 1 edge matrix:
2020-12-13 17:23:17.216255: I tensorflow/core/common_runtime/gpu/gpu_device.cc:977]      0 
2020-12-13 17:23:17.216272: I tensorflow/core/common_runtime/gpu/gpu_device.cc:990] 0:   N 
2020-12-13 17:23:17.216438: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1103] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 43038 MB memory) -> physical GPU (device: 0, name: Quadro RTX 8000, pci bus id: 0000:06:00.0, compute capability: 7.5)
No checkpoint found at ./gt_Sony_CNN9_FC3_exposure_101GB/. Hence, will create the folder.

last epoch of previous run: 0


BATCH_SIZE= 16 ,final_epoch= 4001 ,no_of_batches= 83 ,ps 128 ,result_dir= ./gt_Sony_CNN9_FC3_exposure_101GB/ ,len(train_fns)= 1332

Cleared all images in memory.

Starting Training on index [ 691  913  400  856  153   42  404  148  164  634 1317  262 1069 1273
  572  962]
dataset index: ['./dataset/Sony/short/00062_06_0.1s.ARW'
 './dataset/Sony/short/00062_01_0.1s.ARW'
 './dataset/Sony/short/00183_04_0.04s.ARW'
 './dataset/Sony/short/00013_04_0.1s.ARW'
 './dataset/Sony/short/00168_07_0.1s.ARW'
 './dataset/Sony/short/00171_08_0.1s.ARW'
 './dataset/Sony/short/00056_01_0.1s.ARW'
 './dataset/Sony/short/00221_01_0.033s.ARW'
 './dataset/Sony/short/00114_01_0.1s.ARW'
 './dataset/Sony/short/00216_04_0.04s.ARW'
 './dataset/Sony/short/00014_02_0.1s.ARW'
 './dataset/Sony/short/00086_05_0.1s.ARW'
 './dataset/Sony/short/00028_01_0.04s.ARW'
 './dataset/Sony/short/00209_03_0.04s.ARW'
 './dataset/Sony/short/00083_00_0.1s.ARW'
 './dataset/Sony/short/00225_07_0.04s.ARW']
Starting Training on exposures [0.1   0.1   0.04  0.1   0.1   0.1   0.1   0.033 0.1   0.04  0.1   0.1
 0.04  0.04  0.1   0.04 ]
Epoch 0: at batch 1: Training dataset Loss=0.991793, Batch Time=1.648
Epoch 0: at batch 1: Training dataset Loss=0.991793, Batch Time=1.648; Early rounds
Epoch 2: at batch 42: Training dataset Loss=0.435938, Batch Time=0.033; Early rounds
Epoch 2: at batch 43: Training dataset Loss=0.437976, Batch Time=0.035; Early rounds
Epoch 2: at batch 44: Training dataset Loss=0.435117, Batch Time=0.029; Early rounds
Epoch 2: at batch 45: Training dataset Loss=0.439456, Batch Time=0.028; Early rounds
Epoch 2: at batch 46: Training dataset Loss=0.437353, Batch Time=0.031; Early rounds
Epoch 2: at batch 47: Training dataset Loss=0.436136, Batch Time=0.029; Early rounds
Epoch 2: at batch 48: Training dataset Loss=0.441898, Batch Time=0.027; Early rounds
Found in memory: ./dataset/Sony/short/00186_08_0.04s.ARW; images_in_memory= 1238
Epoch 2: at batch 49: Training dataset Loss=0.444511, Batch Time=0.032; Early rounds
Epoch 2: at batch 50: Training dataset Loss=0.445066, Batch Time=0.030; Early rounds
Epoch 2: at batch 51: Training dataset Loss=0.444861, Batch Time=0.028; Early rounds
Epoch 2: at batch 52: Training dataset Loss=0.441382, Batch Time=0.030; Early rounds
Epoch 2: at batch 53: Training dataset Loss=0.444188, Batch Time=0.032; Early rounds
Epoch 2: at batch 54: Training dataset Loss=0.445325, Batch Time=0.034; Early rounds
Epoch 2: at batch 55: Training dataset Loss=0.443835, Batch Time=0.031; Early rounds
Found in memory: ./dataset/Sony/short/00009_03_0.1s.ARW; images_in_memory= 1248
Epoch 2: at batch 56: Training dataset Loss=0.441534, Batch Time=0.031; Early rounds
Epoch 2: at batch 57: Training dataset Loss=0.438932, Batch Time=0.034; Early rounds
Found in memory: ./dataset/Sony/short/00081_05_0.1s.ARW; images_in_memory= 1251
Epoch 2: at batch 58: Training dataset Loss=0.438633, Batch Time=0.035; Early rounds
Epoch 2: at batch 59: Training dataset Loss=0.438808, Batch Time=0.030; Early rounds
Epoch 2: at batch 60: Training dataset Loss=0.441353, Batch Time=0.028; Early rounds
Epoch 2: at batch 61: Training dataset Loss=0.440216, Batch Time=0.027; Early rounds
Epoch 2: at batch 62: Training dataset Loss=0.440380, Batch Time=0.033; Early rounds
Epoch 2: at batch 63: Training dataset Loss=0.439802, Batch Time=0.030; Early rounds
Epoch 2: at batch 64: Training dataset Loss=0.438700, Batch Time=0.027; Early rounds
Epoch 2: at batch 65: Training dataset Loss=0.443083, Batch Time=0.030; Early rounds
Epoch 2: at batch 66: Training dataset Loss=0.444117, Batch Time=0.029; Early rounds
Epoch 2: at batch 67: Training dataset Loss=0.445172, Batch Time=0.030; Early rounds
Epoch 2: at batch 68: Training dataset Loss=0.441988, Batch Time=0.033; Early rounds
Epoch 2: at batch 69: Training dataset Loss=0.441093, Batch Time=0.030; Early rounds
Epoch 2: at batch 70: Training dataset Loss=0.445818, Batch Time=0.029; Early rounds
Epoch 2: at batch 71: Training dataset Loss=0.448889, Batch Time=0.034; Early rounds
Epoch 2: at batch 72: Training dataset Loss=0.447179, Batch Time=0.031; Early rounds
Epoch 2: at batch 73: Training dataset Loss=0.444906, Batch Time=0.029; Early rounds
Epoch 2: at batch 74: Training dataset Loss=0.445090, Batch Time=0.032; Early rounds
Found in memory: ./dataset/Sony/short/00081_05_0.1s.ARW; images_in_memory= 1265
Epoch 2: at batch 75: Training dataset Loss=0.447460, Batch Time=0.032; Early rounds
Found in memory: ./dataset/Sony/short/00218_00_0.1s.ARW; images_in_memory= 1266
Epoch 2: at batch 76: Training dataset Loss=0.449807, Batch Time=0.034; Early rounds
Found in memory: ./dataset/Sony/short/00152_07_0.1s.ARW; images_in_memory= 1266
Epoch 2: at batch 77: Training dataset Loss=0.449782, Batch Time=0.029; Early rounds
Epoch 2: at batch 78: Training dataset Loss=0.450462, Batch Time=0.026; Early rounds
Epoch 2: at batch 79: Training dataset Loss=0.452190, Batch Time=0.027; Early rounds
Epoch 2: at batch 80: Training dataset Loss=0.452331, Batch Time=0.030; Early rounds
Epoch 2: at batch 81: Training dataset Loss=0.452537, Batch Time=0.031; Early rounds
Epoch 2: at batch 82: Training dataset Loss=0.453404, Batch Time=0.031; Early rounds
Epoch 2: at batch 83: Training dataset Loss=0.451639, Batch Time=0.032; Early rounds
		Epoch 2:  Time = 236.428, Avg epoch time=22.654, Current epoch Time=78.809

Loss vector (slice for the first 20 images)
[[ 1.        ]
 [ 0.4       ]
 [-1.74355874]
 [ 0.4       ]
 [ 1.        ]
 [-0.08456981]
 [-0.49233985]
 [ 0.68910185]
 [ 0.95321204]
 [ 1.        ]
 [ 0.68000656]
 [ 0.4       ]
 [ 1.        ]
 [-1.70083771]
 [ 0.4       ]
 [ 0.4       ]
 [-0.40388799]
 [-0.70334241]
 [ 1.        ]
 [ 0.45460075]]
Epoch 3: at batch 1: Training dataset Loss=0.450629, Batch Time=0.029
Found in memory: ./dataset/Sony/short/00218_00_0.1s.ARW; images_in_memory= 1276
Found in memory: ./dataset/Sony/short/00190_00_0.04s.ARW; images_in_memory= 1277
Found in memory: ./dataset/Sony/short/00186_08_0.04s.ARW; images_in_memory= 1283
		Epoch 3:  Time = 246.353, Avg epoch time=9.832, Current epoch Time=61.588

Loss vector (slice for the first 20 images)
[[ 0.55144417]
 [ 0.4       ]
 [ 0.4       ]
 [ 0.4       ]
 [ 0.20871395]
 [-0.08456981]
 [-0.49233985]
 [-0.32548559]
 [-0.73111963]
 [ 1.        ]
 [ 0.10357457]
 [ 0.4       ]
 [ 0.19488192]
 [-1.69655905]
 [ 0.4       ]
 [ 0.4       ]
 [ 0.84397522]
 [-0.70334241]
 [-0.51445079]
 [ 0.45460075]]
Epoch 4: at batch 1: Training dataset Loss=0.456323, Batch Time=0.031
Found in memory: ./dataset/Sony/short/00190_00_0.04s.ARW; images_in_memory= 1319
Found in memory: ./dataset/Sony/short/00009_03_0.1s.ARW; images_in_memory= 1319
Found in memory: ./dataset/Sony/short/00218_00_0.1s.ARW; images_in_memory= 1321
Found in memory: ./dataset/Sony/short/00190_00_0.04s.ARW; images_in_memory= 1321
Found in memory: ./dataset/Sony/short/00058_02_0.1s.ARW; images_in_memory= 1321
		Epoch 4:  Time = 250.939, Avg epoch time=4.498, Current epoch Time=50.188

Loss vector (slice for the first 20 images)
[[-0.24189925]
 [ 0.30164107]
 [ 0.4       ]
 [-0.55277727]
 [ 0.20871395]
 [-1.00713134]
 [ 0.86619151]
 [-0.32548559]
 [ 1.        ]
 [-0.3277818 ]
 [ 1.        ]
 [ 0.4       ]
 [ 0.19488192]
 [-1.69655905]
 [ 0.32176169]
 [ 0.4       ]
 [ 1.        ]
 [ 0.4       ]
 [-0.51445079]
 [ 0.45460075]]
Epoch 5: at batch 1: Training dataset Loss=0.439572, Batch Time=0.033
Found in memory: ./dataset/Sony/short/00009_03_0.1s.ARW; images_in_memory= 1323
Found in memory: ./dataset/Sony/short/00186_08_0.04s.ARW; images_in_memory= 1326
Found in memory: ./dataset/Sony/short/00058_02_0.1s.ARW; images_in_memory= 1326
Found in memory: ./dataset/Sony/short/00190_00_0.04s.ARW; images_in_memory= 1326
Found in memory: ./dataset/Sony/short/00218_00_0.1s.ARW; images_in_memory= 1327
		Epoch 5:  Time = 254.348, Avg epoch time=3.320, Current epoch Time=42.391

Epoch 6: at batch 1: Training dataset Loss=0.488022, Batch Time=0.030
Found in memory: ./dataset/Sony/short/00009_03_0.1s.ARW; images_in_memory= 1327
Found in memory: ./dataset/Sony/short/00009_03_0.1s.ARW; images_in_memory= 1327
Found in memory: ./dataset/Sony/short/00186_08_0.04s.ARW; images_in_memory= 1329
Found in memory: ./dataset/Sony/short/00058_02_0.1s.ARW; images_in_memory= 1329
Found in memory: ./dataset/Sony/short/00081_05_0.1s.ARW; images_in_memory= 1330
Found in memory: ./dataset/Sony/short/00009_03_0.1s.ARW; images_in_memory= 1330
Found in memory: ./dataset/Sony/short/00009_03_0.1s.ARW; images_in_memory= 1330
Found in memory: ./dataset/Sony/short/00218_00_0.1s.ARW; images_in_memory= 1330
Found in memory: ./dataset/Sony/short/00152_07_0.1s.ARW; images_in_memory= 1330
Found in memory: ./dataset/Sony/short/00058_02_0.1s.ARW; images_in_memory= 1330
Found in memory: ./dataset/Sony/short/00152_07_0.1s.ARW; images_in_memory= 1330
Found in memory: ./dataset/Sony/short/00190_00_0.04s.ARW; images_in_memory= 1330
		Epoch 6:  Time = 257.352, Avg epoch time=2.912, Current epoch Time=36.765

Epoch 7: at batch 1: Training dataset Loss=0.474602, Batch Time=0.030
Found in memory: ./dataset/Sony/short/00152_07_0.1s.ARW; images_in_memory= 1331
Found in memory: ./dataset/Sony/short/00058_02_0.1s.ARW; images_in_memory= 1331
Found in memory: ./dataset/Sony/short/00058_02_0.1s.ARW; images_in_memory= 1331
Found in memory: ./dataset/Sony/short/00190_00_0.04s.ARW; images_in_memory= 1331
Found in memory: ./dataset/Sony/short/00081_05_0.1s.ARW; images_in_memory= 1331
Found in memory: ./dataset/Sony/short/00190_00_0.04s.ARW; images_in_memory= 1331
Found in memory: ./dataset/Sony/short/00218_00_0.1s.ARW; images_in_memory= 1332
Found in memory: ./dataset/Sony/short/00190_00_0.04s.ARW; images_in_memory= 1332
		Epoch 7:  Time = 260.180, Avg epoch time=2.738, Current epoch Time=32.522

Epoch 8: at batch 1: Training dataset Loss=0.421668, Batch Time=0.029
Found in memory: ./dataset/Sony/short/00058_02_0.1s.ARW; images_in_memory= 1332
Found in memory: ./dataset/Sony/short/00009_03_0.1s.ARW; images_in_memory= 1332
Found in memory: ./dataset/Sony/short/00009_03_0.1s.ARW; images_in_memory= 1332
Found in memory: ./dataset/Sony/short/00058_02_0.1s.ARW; images_in_memory= 1332
Found in memory: ./dataset/Sony/short/00058_02_0.1s.ARW; images_in_memory= 1332
		Epoch 8:  Time = 262.656, Avg epoch time=2.382, Current epoch Time=29.184

Epoch 9: at batch 1: Training dataset Loss=0.448409, Batch Time=0.027
Found in memory: ./dataset/Sony/short/00081_05_0.1s.ARW; images_in_memory= 1332
Found in memory: ./dataset/Sony/short/00190_00_0.04s.ARW; images_in_memory= 1332
Found in memory: ./dataset/Sony/short/00081_05_0.1s.ARW; images_in_memory= 1332
Found in memory: ./dataset/Sony/short/00190_00_0.04s.ARW; images_in_memory= 1332
Found in memory: ./dataset/Sony/short/00218_00_0.1s.ARW; images_in_memory= 1332
Found in memory: ./dataset/Sony/short/00190_00_0.04s.ARW; images_in_memory= 1332
		Epoch 9:  Time = 265.114, Avg epoch time=2.368, Current epoch Time=26.511

Epoch 11: at batch 1: Training dataset Loss=0.420843, Batch Time=0.030
		Epoch 11:  Time = 270.003, Avg epoch time=2.364, Current epoch Time=22.500

Loss vector (slice for the first 20 images)
[[ 0.99179615]
 [ 0.4       ]
 [-0.16016541]
 [-0.86940739]
 [ 1.        ]
 [-0.44035947]
 [ 0.06926858]
 [ 0.67944983]
 [ 0.42460614]
 [ 1.        ]
 [ 1.        ]
 [ 0.4       ]
 [ 0.7495223 ]
 [-0.35335521]
 [ 0.3351461 ]
 [ 0.4       ]
 [ 1.        ]
 [ 0.4       ]
 [ 0.02345377]
 [ 0.26856512]]
Epoch 13: at batch 1: Training dataset Loss=0.309451, Batch Time=0.028
Epoch 15: at batch 1: Training dataset Loss=0.293539, Batch Time=0.027
Epoch 17: at batch 1: Training dataset Loss=0.220245, Batch Time=0.029
Epoch 19: at batch 1: Training dataset Loss=0.200071, Batch Time=0.029
Epoch 21: at batch 1: Training dataset Loss=0.193289, Batch Time=0.030
		Epoch 21:  Time = 294.522, Avg epoch time=2.378, Current epoch Time=13.387

Loss vector (slice for the first 20 images)
[[ 0.23412895]
 [ 0.4       ]
 [-0.49071596]
 [-0.07496179]
 [ 0.27635282]
 [-0.1453017 ]
 [ 0.31482464]
 [-0.02866495]
 [-0.12135017]
 [ 0.25261861]
 [ 0.10518682]
 [ 0.4       ]
 [ 0.35950965]
 [-0.38582811]
 [-0.17588357]
 [ 0.28910209]
 [-0.0583061 ]
 [-0.86758456]
 [ 0.45387846]
 [ 0.15555984]]
Epoch 23: at batch 1: Training dataset Loss=0.164717, Batch Time=0.032
Epoch 25: at batch 1: Training dataset Loss=0.174779, Batch Time=0.032
Epoch 27: at batch 1: Training dataset Loss=0.170736, Batch Time=0.028
Epoch 29: at batch 1: Training dataset Loss=0.164221, Batch Time=0.027
Epoch 31: at batch 1: Training dataset Loss=0.164587, Batch Time=0.031
		Epoch 31:  Time = 319.284, Avg epoch time=2.399, Current epoch Time=9.978

Loss vector (slice for the first 20 images)
[[ 0.51604244]
 [ 0.4       ]
 [-0.34567473]
 [-0.36539499]
 [ 0.33231258]
 [ 0.27140641]
 [ 0.09038758]
 [ 0.19351375]
 [ 0.28865284]
 [ 0.67033467]
 [ 0.22390193]
 [-0.8021172 ]
 [ 0.20789361]
 [-0.43022803]
 [-0.4944127 ]
 [ 0.4       ]
 [ 0.10698932]
 [-0.56673959]
 [-0.05401444]
 [ 0.3554973 ]]
Epoch 33: at batch 1: Training dataset Loss=0.152467, Batch Time=0.030
Epoch 35: at batch 1: Training dataset Loss=0.140315, Batch Time=0.025
Epoch 37: at batch 1: Training dataset Loss=0.160931, Batch Time=0.029
Epoch 39: at batch 1: Training dataset Loss=0.151979, Batch Time=0.032
Epoch 41: at batch 1: Training dataset Loss=0.155386, Batch Time=0.030
		Epoch 41:  Time = 343.752, Avg epoch time=2.334, Current epoch Time=8.185

Loss vector (slice for the first 20 images)
[[ 0.29153281]
 [-0.07939914]
 [-0.34429017]
 [-0.5154197 ]
 [ 0.15396959]
 [ 1.        ]
 [ 0.0524714 ]
 [ 0.13852823]
 [ 0.03873461]
 [ 0.16668063]
 [ 0.07881725]
 [-0.31627814]
 [ 0.67655069]
 [-0.50917856]
 [-0.27547148]
 [ 0.4       ]
 [ 0.24333978]
 [-0.4846845 ]
 [ 0.2488907 ]
 [ 0.2473157 ]]
Epoch 43: at batch 1: Training dataset Loss=0.152361, Batch Time=0.033
Epoch 45: at batch 1: Training dataset Loss=0.141718, Batch Time=0.028
Epoch 47: at batch 1: Training dataset Loss=0.158085, Batch Time=0.030
Epoch 49: at batch 1: Training dataset Loss=0.144584, Batch Time=0.027
Epoch 51: at batch 1: Training dataset Loss=0.140914, Batch Time=0.028
		Epoch 51:  Time = 368.247, Avg epoch time=2.354, Current epoch Time=7.082

Loss vector (slice for the first 20 images)
[[ 0.32684273]
 [ 0.4       ]
 [-0.56577483]
 [-0.54492882]
 [ 0.20504999]
 [ 0.30413306]
 [ 0.29563874]
 [ 0.25947994]
 [ 0.07377458]
 [-0.05258811]
 [ 0.26391643]
 [-0.22028503]
 [ 0.26767361]
 [-0.4548401 ]
 [-0.46944753]
 [ 0.4       ]
 [ 0.48008996]
 [-0.34310642]
 [ 0.16369027]
 [-0.19388366]]
Epoch 53: at batch 1: Training dataset Loss=0.154646, Batch Time=0.029
Epoch 55: at batch 1: Training dataset Loss=0.151649, Batch Time=0.028
Epoch 57: at batch 1: Training dataset Loss=0.143337, Batch Time=0.033
Epoch 59: at batch 1: Training dataset Loss=0.152093, Batch Time=0.027
Epoch 61: at batch 1: Training dataset Loss=0.137180, Batch Time=0.029
		Epoch 61:  Time = 392.909, Avg epoch time=2.380, Current epoch Time=6.337

Loss vector (slice for the first 20 images)
[[ 0.08856267]
 [ 0.4       ]
 [-0.47366223]
 [-0.47854731]
 [ 0.04163682]
 [ 1.        ]
 [ 0.18370903]
 [-0.13987458]
 [ 0.20486009]
 [ 0.12345278]
 [ 0.07621473]
 [-0.48005108]
 [-0.11777091]
 [-0.37316189]
 [-0.5938997 ]
 [ 0.30120859]
 [ 0.06700063]
 [-0.34370605]
 [ 0.04301643]
 [-0.19743598]]
Epoch 63: at batch 1: Training dataset Loss=0.162962, Batch Time=0.026
Epoch 65: at batch 1: Training dataset Loss=0.158655, Batch Time=0.026
Epoch 67: at batch 1: Training dataset Loss=0.139432, Batch Time=0.028
Epoch 69: at batch 1: Training dataset Loss=0.142628, Batch Time=0.027
Epoch 71: at batch 1: Training dataset Loss=0.125111, Batch Time=0.025
		Epoch 71:  Time = 417.291, Avg epoch time=2.351, Current epoch Time=5.796

Loss vector (slice for the first 20 images)
[[-0.10810137]
 [ 0.4       ]
 [-0.62310753]
 [-0.46126155]
 [ 0.0559274 ]
 [ 0.54791838]
 [ 0.30534631]
 [ 0.26685894]
 [ 0.11109281]
 [ 0.04081339]
 [ 0.02888507]
 [-0.33234284]
 [ 0.39185333]
 [-0.51797316]
 [-0.49727652]
 [-0.06573821]
 [ 0.10404253]
 [-0.51405851]
 [ 0.27192795]
 [ 0.08740526]]
Epoch 73: at batch 1: Training dataset Loss=0.138582, Batch Time=0.032
Epoch 75: at batch 1: Training dataset Loss=0.145443, Batch Time=0.028
Epoch 77: at batch 1: Training dataset Loss=0.147778, Batch Time=0.034
Epoch 79: at batch 1: Training dataset Loss=0.146072, Batch Time=0.028
Epoch 81: at batch 1: Training dataset Loss=0.138750, Batch Time=0.032
		Epoch 81:  Time = 441.811, Avg epoch time=2.364, Current epoch Time=5.388

Loss vector (slice for the first 20 images)
[[ 0.15719622]
 [ 0.4       ]
 [-0.48368171]
 [-0.50689975]
 [ 0.19048065]
 [ 1.        ]
 [ 0.16786849]
 [ 0.33957475]
 [ 0.22179782]
 [ 0.48498076]
 [ 0.09489381]
 [-0.51717404]
 [ 0.14293796]
 [-0.36131499]
 [-0.47773252]
 [ 0.4       ]
 [ 0.18809241]
 [-0.52519778]
 [ 0.08764142]
 [ 0.19162464]]
Epoch 83: at batch 1: Training dataset Loss=0.141126, Batch Time=0.027
Epoch 85: at batch 1: Training dataset Loss=0.142125, Batch Time=0.033
Epoch 87: at batch 1: Training dataset Loss=0.136994, Batch Time=0.031
Epoch 89: at batch 1: Training dataset Loss=0.147397, Batch Time=0.031
Epoch 91: at batch 1: Training dataset Loss=0.134197, Batch Time=0.027
		Epoch 91:  Time = 466.405, Avg epoch time=2.354, Current epoch Time=5.070

Loss vector (slice for the first 20 images)
[[-0.10711956]
 [-0.44729534]
 [-0.39487276]
 [-0.45594207]
 [ 0.46188092]
 [ 0.46540856]
 [ 0.28139067]
 [ 0.07434559]
 [ 0.48783123]
 [ 0.24899173]
 [ 0.18200374]
 [-0.5992677 ]
 [ 0.70135716]
 [-0.32587955]
 [-0.69840763]
 [ 0.10643133]
 [ 0.12923443]
 [-0.53227655]
 [ 0.23722339]
 [ 0.08603424]]
Epoch 93: at batch 1: Training dataset Loss=0.135949, Batch Time=0.030
Epoch 95: at batch 1: Training dataset Loss=0.120617, Batch Time=0.033
Epoch 97: at batch 1: Training dataset Loss=0.145066, Batch Time=0.027
Epoch 99: at batch 1: Training dataset Loss=0.134904, Batch Time=0.028
Epoch 101: at batch 1: Training dataset Loss=0.138795, Batch Time=0.030
		Epoch 101:  Time = 491.084, Avg epoch time=2.362, Current epoch Time=4.815

Loss vector (slice for the first 20 images)
[[ 0.00599295]
 [ 0.4       ]
 [-0.41947279]
 [-0.37408105]
 [ 0.36688471]
 [ 0.99118674]
 [ 0.05831009]
 [ 0.17972624]
 [ 0.13263661]
 [ 0.21397281]
 [ 0.13975614]
 [-0.52012972]
 [ 0.11367446]
 [-0.53965155]
 [-0.42752937]
 [ 0.4       ]
 [ 0.00835294]
 [-0.42624531]
 [ 0.17141449]
 [ 0.00993222]]
Epoch 103: at batch 1: Training dataset Loss=0.146293, Batch Time=0.025
Epoch 105: at batch 1: Training dataset Loss=0.136299, Batch Time=0.030
Epoch 107: at batch 1: Training dataset Loss=0.131440, Batch Time=0.025
Epoch 109: at batch 1: Training dataset Loss=0.150448, Batch Time=0.031
Epoch 111: at batch 1: Training dataset Loss=0.132614, Batch Time=0.028
		Epoch 111:  Time = 515.765, Avg epoch time=2.396, Current epoch Time=4.605

Loss vector (slice for the first 20 images)
[[ 0.04887611]
 [-0.1534752 ]
 [-0.43689666]
 [-0.30967782]
 [-0.0481509 ]
 [ 0.85198247]
 [ 0.13470727]
 [ 0.07625294]
 [ 0.2774983 ]
 [ 0.35538632]
 [ 0.15574217]
 [-0.62048063]
 [ 0.14366567]
 [-0.42852411]
 [-0.46766183]
 [ 0.4       ]
 [ 0.13796026]
 [-0.37783722]
 [ 0.1948576 ]
 [ 0.50179639]]
Epoch 113: at batch 1: Training dataset Loss=0.141441, Batch Time=0.028
Epoch 115: at batch 1: Training dataset Loss=0.140404, Batch Time=0.033
Epoch 117: at batch 1: Training dataset Loss=0.146508, Batch Time=0.029
Epoch 119: at batch 1: Training dataset Loss=0.128982, Batch Time=0.031
Epoch 121: at batch 1: Training dataset Loss=0.127774, Batch Time=0.030
		Epoch 121:  Time = 540.401, Avg epoch time=2.408, Current epoch Time=4.430

Loss vector (slice for the first 20 images)
[[-0.00545096]
 [ 0.4       ]
 [-0.54665331]
 [-0.27699695]
 [ 0.10096526]
 [ 0.1370936 ]
 [ 0.05175495]
 [ 0.50360823]
 [ 0.42191666]
 [-0.00523627]
 [ 0.21006292]
 [-0.47433106]
 [ 0.40947562]
 [-0.38899008]
 [-0.41552356]
 [ 0.30989103]
 [-0.04133368]
 [-0.45766035]
 [ 0.10789156]
 [ 0.16382396]]
Epoch 123: at batch 1: Training dataset Loss=0.136471, Batch Time=0.030
Epoch 125: at batch 1: Training dataset Loss=0.149226, Batch Time=0.030
Epoch 127: at batch 1: Training dataset Loss=0.136994, Batch Time=0.030
Epoch 129: at batch 1: Training dataset Loss=0.124977, Batch Time=0.031
Epoch 131: at batch 1: Training dataset Loss=0.133099, Batch Time=0.029
		Epoch 131:  Time = 564.916, Avg epoch time=2.364, Current epoch Time=4.280

Loss vector (slice for the first 20 images)
[[ 0.26249528]
 [ 0.10954481]
 [-0.07720462]
 [-0.43112872]
 [ 0.11633766]
 [ 0.13960946]
 [ 0.1399917 ]
 [ 0.10682786]
 [ 0.1656146 ]
 [ 0.20266002]
 [ 0.19253004]
 [-0.43335423]
 [ 0.16963094]
 [-0.46355126]
 [-0.34896169]
 [ 0.34536985]
 [ 0.10228473]
 [-0.46860913]
 [ 0.02208275]
 [ 0.21808976]]
Epoch 133: at batch 1: Training dataset Loss=0.127445, Batch Time=0.032
Epoch 135: at batch 1: Training dataset Loss=0.151963, Batch Time=0.025
Epoch 137: at batch 1: Training dataset Loss=0.139191, Batch Time=0.028
Epoch 139: at batch 1: Training dataset Loss=0.137154, Batch Time=0.033
Epoch 141: at batch 1: Training dataset Loss=0.123584, Batch Time=0.031
		Epoch 141:  Time = 589.274, Avg epoch time=2.423, Current epoch Time=4.150

Loss vector (slice for the first 20 images)
[[ 0.154513  ]
 [ 0.4       ]
 [ 0.4       ]
 [-0.35833249]
 [ 0.18841946]
 [ 0.10942787]
 [ 0.19890106]
 [-0.00711477]
 [ 0.11599886]
 [ 0.23001683]
 [ 0.15727139]
 [-0.41610537]
 [ 0.16008639]
 [-0.41580025]
 [-0.53692738]
 [ 0.39196543]
 [ 0.04097259]
 [-0.57828776]
 [ 0.15979433]
 [ 0.17417747]]
Epoch 143: at batch 1: Training dataset Loss=0.130681, Batch Time=0.030
Epoch 145: at batch 1: Training dataset Loss=0.120370, Batch Time=0.030
Epoch 147: at batch 1: Training dataset Loss=0.128325, Batch Time=0.032
Epoch 149: at batch 1: Training dataset Loss=0.122009, Batch Time=0.030
Epoch 151: at batch 1: Training dataset Loss=0.136621, Batch Time=0.027
		Epoch 151:  Time = 613.756, Avg epoch time=2.347, Current epoch Time=4.038

Loss vector (slice for the first 20 images)
[[ 0.10090971]
 [-0.48226408]
 [-0.3397899 ]
 [-0.43354443]
 [ 0.16947228]
 [ 0.16062814]
 [ 0.29094911]
 [ 0.17313391]
 [ 0.0688324 ]
 [ 0.24111664]
 [ 0.11017656]
 [-0.3995699 ]
 [ 0.15103137]
 [-0.53281794]
 [-0.44871125]
 [ 0.23762003]
 [ 0.30164272]
 [-0.51171271]
 [ 0.11170441]
 [ 0.14352238]]
Epoch 153: at batch 1: Training dataset Loss=0.136694, Batch Time=0.031
Epoch 155: at batch 1: Training dataset Loss=0.132121, Batch Time=0.028
Epoch 157: at batch 1: Training dataset Loss=0.141406, Batch Time=0.030
Epoch 159: at batch 1: Training dataset Loss=0.135540, Batch Time=0.030
Epoch 161: at batch 1: Training dataset Loss=0.134350, Batch Time=0.027
